"X","Title","Series.or.Movie","Genre.shelf.1","Genre.shelf.2","Genre.shelf.3","Genre.shelf.4","Genre.shelf.5","Genre.shelf.6","Genre.shelf.7","Genre.shelf.8","Genre.shelf.9","Genre.shelf.10","Genre.shelf.12","Genre.shelf.13","Tags.shelf.1","Tags.shelf.2","Tags.shelf.3","Tags.shelf.4","Tags.shelf.5","Tags.shelf.6","Tags.shelf.7","Tags.shelf.8","Tags.shelf.9","Tags.shelf.10","Tags.shelf.12","Tags.shelf.13","Tags.shelf.14","Tags.shelf.15","Tags.shelf.16","Tags.shelf.17","Tags.shelf.18","Tags.shelf.19","Tags.shelf.20","Tags.shelf.21","Tags.shelf.22","Tags.shelf.23","Tags.shelf.24","Tags.shelf.25","Tags.shelf.26","Tags.shelf.27","Tags.shelf.28","Tags.shelf.29","Tags.shelf.30","Tags.shelf.31","Tags.shelf.32","Tags.shelf.33","IMDb.Score"
556,"Go Fish","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children & Family Movies","Animal Tales","Family Adventures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
563,"Widows","Movie","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Crime Dramas","Thrillers","Crime Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
566,"The Professional","Movie","Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Movies Based on Books","Action Thrillers","French Movies","Action Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
569,"City of Joy","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social Issue Dramas","Dramas","Political Dramas","Films Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
570,"Cartouche","Movie","Action","Comedy","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Romantic Comedies","Comedies","Romantic Movies","Action Comedies","French Movies","Romantic French Movies","French Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
574,"Best of the Best","Movie","Action","Drama","Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Sports Films","Martial Arts Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
595,"Queen Bee","Movie","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thriller Movies","Movies Based on Books","Mysteries","Japanese Movies","Crime Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
598,"Rodan","Movie","Adventure","Drama","Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Sci-Fi Horror Movies","Horror Movies","Japanese Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
624,"The Beast","Movie","Drama","Fantasy","Horror","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Italian Movies","Crime Action & Adventure","Action Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
644,"18 Again","Series","Comedy","Fantasy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Dramas","Romantic TV Dramas","K-dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
661,"The Hero","Movie","Drama","Romance","Western",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Military Dramas","Romantic Dramas","Dramas","Romantic Movies","Russian Movies","Period Pieces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
673,"The War of the Roses","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dark Comedies","Comedies","Movies Based on Books","Comedy Blockbusters","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
677,"Cats","Movie","Comedy","Drama","Family","Fantasy","Musical",NA,NA,NA,NA,NA,NA,NA,"Children & Family Movies","Dramas","Musicals","Family Features","Music & Musicals","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
679,"Love & Anarchy","Series","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Comedies","TV Dramas","Romantic TV Comedies","Romantic TV Dramas","Swedish TV Shows","Scandinavian TV Shows","Nordic TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
682,"Night Shift","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Russian Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
696,"Raising Victor Vargas","Movie","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Romantic Dramas","Dramas","Dramas","Independent Movies","Independent Movies","Romantic Movies","Romantic Movies","Romantic Independent Movies","Romantic Independent Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
697,"Tortilla Soup","Movie","Comedy","Romance","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Romantic Dramas","Romantic Comedies","Romantic Comedies","Dramas","Dramas","Comedies","Comedies","Romantic Movies","Romantic Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
704,"Amandla! A Revolution in Four Part Harmony","Movie","Documentary","History","Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Music","Social & Cultural Docs","African Movies","Historical Documentaries","Political Documentaries","Music & Musicals","Music & Concert Documentaries","South African Movies","Documentary Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
709,"Sleeper","Movie","Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thriller Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
732,"Rebecca","Movie","Drama","Mystery","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Psychological Thrillers","Dramas","Romantic Films","Thrillers","Thriller Movies","Films Based on Books","Movies Based on Books","Mysteries","Mysteries","Romantic Favorites","Historical Movies","Historical Dramas","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
764,"Fida","Movie","Action","Crime","Drama","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,"Bollywood Movies","Crime Movies","Romantic Movies","Thriller Movies","Indian Movies","Crime Thrillers","Hindi-Language Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5
767,"Dil","Movie","Action","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Romantic Comedies","Bollywood Movies","Dramas","Comedies","Romantic Movies","Indian Movies","Musicals","Music & Musicals","Hindi-Language Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
772,"Private Lives","Series","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drama Programmes","Crime TV Dramas","Korean Programmes","TV Thrillers","TV Thrillers","K-dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
780,"Black Christmas","Movie","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Movies","Teen Screams","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
785,"Judy","Movie","Biography","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Movies Based on Real Life","Dramas","Independent Movies","British Movies","Award-winning Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
793,"Shivers","Movie","Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Horror Movies","Canadian Movies","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
812,"Time Out","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teen Movies","Dramas","LGBTQ Movies","Independent Movies","Indian Movies","Hindi-Language Movies","LGBTQ Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
827,"Cypher","Series","Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure Programmes","Drama Programmes","Crime TV Dramas","US TV Programmes","TV Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
839,"Black","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Crime Movies","Crime Action & Adventure","Indian Movies","Action Thrillers","Bengali-Language Movies","Police Action & Adventure","Police Movies","Crime Action","Action Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
883,"Dead End","Series","Adventure","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"TV Dramas","Crime TV Dramas","German TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
902,"Alphaville","Movie","Drama","Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Sci-Fi Dramas","French Movies","Cyberpunk","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
913,"Sleepless","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Filipino Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
921,"Floating Weeds","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Japanese Movies","Classic Movies","Classic Japanese Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
924,"Outbreak","Series","Action","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Dramas","Canadian TV Shows","TV Thrillers","Social Issue TV Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
929,"The Collector","Series","Action","Crime","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"TV Horror","TV Thrillers","Thai TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
935,"Anastasia","Movie","Animation","Adventure","Drama","Family","Fantasy","Musical","Mystery","Romance",NA,NA,NA,NA,"Children & Family Movies","Family Sci-Fi & Fantasy","Family Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
939,"Parasite","Movie","Comedy","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dark Comedies","Korean Films","Comedies","Independent Films","Thrillers","International Thrillers","International Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
955,"Bullitt","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Dramas","Crime Movies","Crime Dramas","Crime Action & Adventure","Movies Based on Books","Classic Dramas","Classic Movies","Gangster Movies","Classic Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
978,"Scarecrow","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Comedies","Crime Movies","Middle Eastern Movies","Comedies","Heist Movies","Egyptian Movies","International Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
996,"Fearless","Movie","Action","Biography","Drama","Sport",NA,NA,NA,NA,NA,NA,NA,NA,"Children & Family Movies","Sci-Fi & Fantasy","Comedies","Action Comedies","Family Comedies","Family Sci-Fi & Fantasy","Family Adventures","Sci-Fi Adventure","Sci-Fi","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
1013,"The Last Shot","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polish Comedies","Polish Movies","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
1018,"Sin City","Movie","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"African Movies","Psychological Thrillers","Thriller Movies","Mysteries","International Thrillers","Steamy Thrillers","Steamy Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
1057,"Instinct","Series","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Thrillers","Thai TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
1058,"The Grudge","Movie","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Movies","Supernatural Horror Movies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
1060,"Barb Wire","Movie","Action","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Sci-Fi & Fantasy","Action Sci-Fi & Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3
1078,"Redemption","Movie","Action","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"African Movies","Dramas","Crime Movies","Crime Dramas","Thriller Movies","Crime Thrillers","International Thrillers","International Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
1081,"Meet the Parents","Series","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"British Comedies","Late Night Comedies","Comedies","Reality TV","British Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
1084,"Animal Crackers","Movie","Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children & Family Films","Comedies","Family Comedies","Family Adventures","US Movies","Animation","Family Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
1100,"Cursed","Series","Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure Programmes","Drama Programmes","Teen Programmes","US TV Programmes","Fantasy TV Programmes","TV Programmes Based on Books","Teen TV Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1119,"Sylvia","Movie","Biography","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"African Movies","Psychological Thrillers","Dramas","Thriller Movies","Supernatural Thrillers","Nollywood Movies","International Thrillers","International Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
1130,"Threesome","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Romantic Films","Thai Films","Thai Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
1147,"Little Women","Movie","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children & Family Films","Social Issue Dramas","Dramas","Films Based on Books","Period Pieces","US Movies","Family Dramas","Family Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
1158,"Prince of Darkness","Movie","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Movies","Supernatural Horror Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
1160,"The Legacy","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Mysteries","Romanian Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
1164,"Hook","Series","Adventure","Comedy","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"TV Comedies","TV Dramas","Romantic TV Comedies","Romantic TV Dramas","Thai TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
1168,"My Father","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Turkish Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
1171,"Shaft","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Cult Movies","Film Noir","Crime Action & Adventure","Movies Based on Books","Classic Movies","Gangster Movies","Classic Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
1181,"Twisted","Movie","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Thriller Movies","Canadian Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
1187,"Michael","Movie","Comedy","Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
1194,"H","Series","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedy Programmes","French TV Programmes","Sitcoms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
1200,"Ride","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italian Films","Action Thrillers","Action","Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
1202,"Trick","Movie","Comedy","Music","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slasher and Serial Killer Films","Horror Films","Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
1215,"Miracles","Series","Drama","Fantasy","Thriller","Mystery","Sci-Fi","Horror",NA,NA,NA,NA,NA,NA,"TV Comedies","TV Dramas","Japanese TV Series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
1216,"Ordinary People","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social Issue Dramas","Dramas","Independent Movies","Filipino Movies","International Dramas","Critically-acclaimed Independent Movies","Critically Acclaimed Films","Critically Acclaimed Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
1224,"Red","Movie","Action","Comedy","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Dramas","Romantic Movies","Movies Based on Books","Japanese Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
1233,"Truman","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dark Comedies","Dramas","Comedies","Independent Movies","Spanish Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
1242,"Disclosure","Movie","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social & Cultural Docs","LGBTQ Movies","Documentary Films","LGBTQ Documentaries","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
1243,"Yesterday","Movie","Comedy","Fantasy","Music","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Comedies","Comedies","Romantic Movies","British Movies","Quirky Romance","Music & Musicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
1266,"Dark Waters","Movie","Biography","Drama","History","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Dramas","Middle Eastern Movies","Romantic Movies","Social Issue Dramas","Classic Dramas","Classic Movies","International Dramas","Classic Romantic Films","Critically Acclaimed Films","Classic International Movies","Egyptian Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
1267,"Destiny","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Movies Based on Real Life","Dramas","Middle Eastern Movies","Period Pieces","Historical Dramas","Political Dramas","International Dramas","Critically Acclaimed Films","Critically Acclaimed Dramas","Historical Movies","Egyptian Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
1377,"Midway","Movie","Action","Adventure","Drama","History","War",NA,NA,NA,NA,NA,NA,NA,"Movies Based on Real Life","Action & Adventure","Dramas","Military Dramas","Military Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
1388,"Cats","Movie","Comedy","Drama","Family","Fantasy","Musical",NA,NA,NA,NA,NA,NA,NA,"Children & Family Movies","Chinese Movies","Animal Tales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
1406,"Bay of Angels","Movie","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Dramas","Romantic Movies","French Dramas","French Movies","Romantic French Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
1407,"Outside the Law","Movie","Crime","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","French Dramas","French Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
1418,"Alone","Series","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reality TV","Competition Reality TV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
